seconds,state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts]
157.100000000004,6,,,,251.571428571428,-8,
157.200000000004,6,,,,250.428571428571,-8,
157.300000000004,6,,,,249.285714285714,-8,
157.400000000004,6,,,,248.142857142857,-8,
157.500000000004,6,,,,247,-8,
157.600000000004,6,,,,245.857142857143,-8,
157.700000000004,6,,,,244.714285714285,-8,
157.800000000004,6,,,,243.571428571428,-8,
157.900000000004,6,,,,242.428571428571,-8,
158.000000000004,6,,,,241.285714285714,-8,
158.100000000004,6,,,,240.142857142857,-8,
158.200000000004,6,,,,239,-8,
158.300000000004,6,,,,237.857142857143,-8,
158.400000000004,6,,,,236.714285714285,-8,
158.500000000004,6,,,,235.571428571428,-8,
158.600000000004,6,,,,234.428571428571,-8,
158.700000000004,6,,,,233.285714285714,-8,
158.800000000004,6,,,,232.142857142857,-8,
158.900000000004,6,,,,231,-8,
159.000000000004,6,,,,229.857142857143,-8,
159.100000000004,6,,,,228.714285714285,-8,
159.200000000004,6,,,,227.571428571428,-8,
159.300000000004,6,,,,226.428571428571,-8,
159.400000000004,6,,,,225.285714285714,-8,
159.500000000004,6,,,,224.142857142857,-8,
159.600000000004,6,,,,223,-8,
159.700000000004,6,,,,221.857142857143,-8,
159.800000000004,6,,,,220.714285714285,-8,
159.900000000004,6,,,,219.571428571428,-8,
160.000000000004,6,,,,218.428571428571,-8,
160.100000000004,6,,,,217.285714285714,-8,
160.200000000004,6,,,,216.142857142857,-8,
160.300000000004,6,,,,215,-8,
160.400000000004,6,,,,213.857142857143,-8,
160.500000000004,6,,,,212.714285714286,-8,
160.600000000004,6,,,,211.571428571428,-8,
160.700000000004,6,,,,210.428571428571,-8,
160.800000000004,6,,,,209.285714285714,-8,
160.900000000004,6,,,,208.142857142857,-8,
161.000000000004,6,,,,207,-8,
161.100000000004,6,,,,205.857142857143,-8,
161.200000000004,6,,,,204.714285714286,-8,
161.300000000004,6,,,,203.571428571428,-8,
161.400000000004,6,,,,202.428571428571,-8,
161.500000000004,6,,,,201.285714285714,-8,
161.600000000004,6,,,,200.142857142857,-8,
161.700000000004,6,,,,199,-8,
161.800000000004,6,,,,197.857142857143,-8,
161.900000000004,6,,,,196.714285714286,-8,
162.000000000004,6,,,,195.571428571428,-8,
162.100000000004,6,,,,194.428571428571,-8,
162.200000000004,6,,,,193.285714285714,-8,
162.300000000004,6,,,,192.142857142857,-8,
162.400000000004,6,,,,191,-8,
162.500000000004,6,,,,189.857142857143,-8,
162.600000000004,6,,,,188.714285714286,-8,
162.700000000004,6,,,,187.571428571428,-8,
162.800000000004,6,,,,186.428571428571,-8,
162.900000000004,6,,,,185.285714285714,-8,
163.000000000004,6,,,,184.142857142857,-8,
163.100000000004,6,,,,183,-8,
163.200000000004,6,,,,181.857142857143,-8,
163.300000000004,6,,,,180.714285714286,-8,
163.400000000004,6,,,,179.571428571428,-8,
163.500000000004,6,,,,178.428571428571,-8,
163.600000000004,6,,,,177.285714285714,-8,
163.700000000004,6,,,,176.142857142857,-8,
163.800000000004,6,,,,175,-8,
163.900000000004,6,,,,173.857142857143,-8,
164.000000000004,6,,,,172.714285714286,-8,
164.100000000004,6,,,,171.571428571429,-8,
164.200000000004,6,,,,170.428571428571,-8,
164.300000000004,6,,,,169.285714285714,-8,
164.400000000004,6,,,,168.142857142857,-8,
164.500000000004,6,,,,167,-8,
164.600000000004,6,,,,165.857142857143,-8,
164.700000000004,6,,,,164.714285714286,-8,
164.800000000004,6,,,,163.571428571429,-8,
164.900000000004,6,,,,162.428571428571,-8,
165.000000000004,6,,,,161.285714285714,-8,
165.100000000004,6,,,,160.142857142857,-8,
165.200000000004,6,,,,159,-8,
165.300000000004,6,,,,157.857142857143,-8,
165.400000000004,6,,,,156.714285714286,-8,
165.500000000004,6,,,,155.571428571429,-8,
165.600000000004,6,,,,154.428571428571,-8,
165.700000000004,6,,,,153.285714285714,-8,
165.800000000004,6,,,,152.142857142857,-8,
165.900000000004,6,,,,151,-8,
166.000000000004,6,,,,149.857142857143,-8,
166.100000000004,6,,,,148.714285714286,-8,
166.200000000004,6,,,,147.571428571429,-8,
166.300000000004,6,,,,146.428571428571,-8,
166.400000000004,6,,,,145.285714285714,-8,
166.500000000004,6,,,,144.142857142857,-8,
166.600000000004,6,,,,143,-8,
166.700000000004,6,,,,141.857142857143,-8,
166.800000000004,6,,,,140.714285714286,-8,
166.900000000004,6,,,,139.571428571429,-8,
167.000000000004,6,,,,138.428571428571,-8,
167.100000000004,6,,,,137.285714285714,-8,
167.200000000004,6,,,,136.142857142857,-8,
167.300000000004,6,,,,135,-8,
167.400000000004,6,,,,133.857142857143,-8,
167.500000000004,6,,,,132.714285714286,-8,
167.600000000004,6,,,,131.571428571429,-8,
167.700000000004,6,,,,130.428571428572,-8,
167.800000000004,6,,,,129.285714285714,-8,
167.900000000004,6,,,,128.142857142857,-8,
168.000000000004,6,,,,127,-8,
168.100000000004,6,,,,125.857142857143,-8,
168.200000000004,6,,,,124.714285714286,-8,
168.300000000004,6,,,,123.571428571429,-8,
168.400000000004,6,,,,122.428571428572,-8,
168.500000000004,6,,,,121.285714285714,-8,
168.600000000004,6,,,,120.142857142857,-8,
168.700000000004,6,,,,119,-8,
168.800000000004,6,,,,117.857142857143,-8,
168.900000000004,6,,,,116.714285714286,-8,
169.000000000004,6,,,,115.571428571429,-8,
169.100000000004,6,,,,114.428571428572,-8,
169.200000000004,6,,,,113.285714285714,-8,
169.300000000004,6,,,,112.142857142857,-8,
169.400000000004,6,,,,111,-8,
169.500000000004,6,,,,109.857142857143,-8,
169.600000000004,6,,,,108.714285714286,-8,
169.700000000004,6,,,,107.571428571429,-8,
169.800000000004,6,,,,106.428571428572,-8,
169.900000000004,6,,,,105.285714285714,-8,
170.000000000004,6,,,,104.142857142857,-8,
170.100000000004,6,,,,103,-8,
170.200000000004,6,,,,101.857142857143,-8,
170.300000000004,6,,,,100.714285714286,-8,
170.400000000004,6,,,,99.5714285714288,-8,
170.500000000004,6,,,,98.4285714285716,-8,
170.600000000004,6,,,,97.2857142857145,-8,
170.700000000004,6,,,,96.1428571428573,-8,
170.800000000004,6,,,,95.0000000000002,-8,
170.900000000004,6,,,,93.8571428571431,-8,
171.000000000004,6,,,,92.7142857142859,-8,
171.100000000004,6,,,,91.5714285714288,-8,
171.200000000004,6,,,,90.4285714285716,-8,
171.300000000004,6,,,,89.2857142857145,-8,
171.400000000004,6,,,,88.1428571428574,-8,
171.500000000004,6,,,,87.0000000000002,-8,
171.600000000004,6,,,,85.8571428571431,-8,
171.700000000004,6,,,,84.714285714286,-8,
171.800000000004,6,,,,83.5714285714288,-8,
171.900000000004,6,,,,82.4285714285717,-8,
172.000000000004,6,,,,81.2857142857145,-8,
172.100000000004,6,,,,80.1428571428574,-8,
172.200000000004,6,,,,79.0000000000003,-8,
172.300000000004,6,,,,77.8571428571431,-8,
172.400000000004,6,,,,76.714285714286,-8,
172.500000000004,6,,,,75.5714285714288,-8,
172.600000000004,6,,,,74.4285714285717,-8,
172.700000000004,6,,,,73.2857142857146,-8,
172.800000000004,6,,,,72.1428571428574,-8,
172.900000000004,6,,,,71.0000000000003,-8,
173.000000000004,6,,,,69.8571428571432,-8,
173.100000000004,6,,,,68.714285714286,-8,
173.200000000004,6,,,,67.5714285714289,-8,
173.300000000004,6,,,,66.4285714285717,-8,
173.400000000004,6,,,,65.2857142857146,-8,
173.500000000004,6,,,,64.1428571428575,-8,
173.600000000004,6,,,,63.0000000000003,-8,
173.700000000004,6,,,,61.8571428571432,-8,
173.800000000004,6,,,,60.714285714286,-8,
173.900000000004,6,,,,59.5714285714289,-8,
174.000000000004,6,,,,58.4285714285717,-8,
174.100000000004,6,,,,57.2857142857146,-8,
174.200000000004,6,,,,56.1428571428574,-8,
174.300000000004,6,,,,55.0000000000003,-8,
174.400000000004,6,,,,53.8571428571431,-8,
174.500000000004,6,,,,52.714285714286,-8,
174.600000000004,6,,,,51.5714285714289,-8,
174.700000000004,6,,,,50.4285714285717,-8,
174.800000000004,6,,,,49.2857142857146,-8,
174.900000000004,6,,,,48.1428571428574,-8,
175.000000000004,6,,,,47.0000000000003,-8,
175.100000000004,6,,,,45.8571428571431,-8,
175.200000000004,6,,,,44.714285714286,-8,
175.300000000004,6,,,,43.5714285714288,-8,
175.400000000004,6,,,,42.4285714285717,-8,
175.500000000004,6,,,,41.2857142857145,-8,
175.600000000004,6,,,,40.1428571428574,-8,
175.700000000004,6,,,,39.0000000000002,-8,
175.800000000004,6,,,,37.8571428571431,-8,
175.900000000004,6,,,,36.714285714286,-8,
176.000000000004,6,,,,35.5714285714288,-8,
176.100000000004,6,,,,34.4285714285717,-8,
176.200000000004,6,,,,33.2857142857145,-8,
176.300000000004,6,,,,32.1428571428574,-8,
176.400000000004,6,,,,31.0000000000002,-8,
176.500000000004,6,,,,29.8571428571431,-8,
176.600000000004,6,,,,28.7142857142859,-8,
176.700000000004,6,,,,27.5714285714288,-8,
176.800000000004,6,,,,26.4285714285717,-8,
176.900000000004,6,,,,25.2857142857145,-8,
177.000000000004,6,,,,24.1428571428574,-8,
177.100000000004,6,,,,23.0000000000002,-8,
177.200000000004,6,,,,21.8571428571431,-8,
177.300000000004,6,,,,20.7142857142859,-8,
177.400000000004,6,,,,19.5714285714288,-8,
177.500000000004,6,,,,18.4285714285717,-8,
177.600000000004,6,,,,17.2857142857145,-8,
177.700000000004,6,,,,16.1428571428574,-8,
177.800000000004,6,,,,15.0000000000002,-8,
177.900000000004,6,,,,13.8571428571431,-8,
178.000000000004,6,,,,12.7142857142859,-8,
178.100000000004,6,,,,11.5714285714288,-8,
178.200000000004,6,,,,10.4285714285717,-8,
178.300000000004,6,,,,9.28571428571452,-8,
178.400000000004,6,,,,8.14285714285738,-8,
178.500000000004,6,,,,7.00000000000023,-8,
178.600000000004,6,,,,5.85714285714309,-8,
178.700000000004,6,,,,4.71428571428595,-8,
178.800000000004,6,,,,3.57142857142881,-8,
178.900000000004,6,,,,2.42857142857166,-8,
179.000000000004,6,,,,1.28571428571452,-8,
179.100000000004,6,,,,0.142857142857379,-8,
179.200000000004,7,,,,0.1,0,
179.300000000004,7,,,,0.12,0,
179.400000000004,7,,,,0.02,0,
